episode,return,epsilon_end,total_steps,wall_clock_seconds,loss_mean,loss_count
1,-43.283582089553036,0.998423,250,6.258960962295532,0.0,0
2,-44.05594405594439,0.9968396666666667,500,12.135115146636963,0.0,0
3,-56.08108108108151,0.9952563333333333,750,17.99981117248535,0.0,0
4,-13.66906474820125,0.993673,1000,23.97630786895752,0.0,0
5,-55.41401273885394,0.9920896666666666,1250,30.361266374588013,0.0,0
6,-23.344947735191546,0.9905063333333334,1500,36.30522847175598,0.0,0
7,-63.09963099631057,0.988923,1750,42.19179654121399,0.0,0
8,-10.447761194029589,0.9873396666666666,2000,48.40764570236206,0.0,0
9,-36.09022556391,0.9857563333333333,2250,54.167551040649414,0.0,0
10,-70.19867549668913,0.984173,2500,60.332637548446655,0.0,0
11,-22.261484098939878,0.9825896666666667,2750,66.29199361801147,0.0,0
12,-36.45484949832798,0.9810063333333333,3000,72.22324085235596,0.0,0
13,-40.35087719298306,0.979423,3250,78.21006965637207,0.0,0
14,-34.1692789968653,0.9778396666666667,3500,84.1991548538208,0.0,0
15,-51.807228915663075,0.9762563333333333,3750,89.98523998260498,0.0,0
16,-37.70491803278697,0.974673,4000,95.96055960655212,0.0,0
17,-0.3322259136213187,0.9730896666666666,4250,102.03338193893433,0.0,0
18,-71.22302158273396,0.9715063333333334,4500,107.76530170440674,0.0,0
19,-10.95890410958898,0.969923,4750,113.65701842308044,0.0,0
20,-37.31343283582139,0.9683396666666667,5000,119.89171361923218,1.0559775829315186,1
21,-57.59717314487681,0.9667563333333333,5250,127.26464295387268,0.8603054354041815,250
22,-17.910447761193904,0.965173,5500,134.49299907684326,0.7899842314124107,250
23,-40.0000000000006,0.9635896666666667,5750,141.87233233451843,0.7085911788493395,250
24,-46.84385382059862,0.9620063333333333,6000,149.3656361103058,0.6458198662102222,250
25,-52.941176470588616,0.960423,6250,157.1161298751831,0.7054418591707945,250
26,-26.751592356688626,0.9588396666666666,6500,164.6582338809967,0.6850882083624601,250
27,-35.38461538461591,0.9572563333333334,6750,172.2413034439087,0.7266837905347348,250
28,-57.446808510638746,0.955673,7000,179.53317546844482,0.7487654469981789,250
