episode,return,epsilon_end,total_steps,wall_clock_seconds,loss_mean,loss_count
1,-43.573667711599704,0.998423,250,6.146972417831421,0.0,0
2,-67.97153024911064,0.9968396666666667,500,11.821133613586426,0.0,0
3,-22.600619195046338,0.9952563333333333,750,17.932379245758057,0.0,0
4,-63.3333333333339,0.993673,1000,23.811368465423584,0.0,0
5,-57.65472312703628,0.9920896666666666,1250,29.985084295272827,0.0,0
6,-20.15209125475279,0.9905063333333334,1500,35.74079155921936,0.0,0
7,-61.403508771930305,0.988923,1750,41.95905923843384,0.0,0
8,-39.2971246006392,0.9873396666666666,2000,48.020705699920654,0.0,0
9,-58.80149812734132,0.9857563333333333,2250,53.95993089675903,0.0,0
10,-39.06810035842351,0.984173,2500,59.896191120147705,0.0,0
11,-19.999999999999837,0.9825896666666667,2750,66.0680320262909,0.0,0
12,-56.25000000000062,0.9810063333333333,3000,72.06310081481934,0.0,0
13,-48.27586206896594,0.979423,3250,78.31360578536987,0.0,0
14,-66.21621621621671,0.9778396666666667,3500,84.3456380367279,0.0,0
15,-54.09836065573835,0.9762563333333333,3750,90.51052188873291,0.0,0
16,-47.16981132075519,0.974673,4000,96.53225111961365,0.0,0
17,-27.672955974842694,0.9730896666666666,4250,102.56221055984497,0.0,0
18,-33.823529411764746,0.9715063333333334,4500,108.30177187919617,0.0,0
19,-13.494809688581022,0.969923,4750,114.36873483657837,0.0,0
20,-48.453608247423276,0.9683396666666667,5000,120.53231310844421,0.6158499717712402,1
21,-61.16504854368986,0.9667563333333333,5250,128.5426218509674,0.7761685351133346,250
22,-27.79783393501801,0.965173,5500,136.0599000453949,0.6797269845120609,250
23,-28.03030303030307,0.9635896666666667,5750,143.56181073188782,0.6358711698949338,250
24,-33.852140077821794,0.9620063333333333,6000,151.05038022994995,0.6703540935516358,250
25,-25.373134328358095,0.960423,6250,158.54859399795532,0.634142862662673,250
26,-26.315789473684156,0.9588396666666666,6500,166.27721285820007,0.6392186238318682,250
27,-69.49152542372907,0.9572563333333334,6750,173.92146706581116,0.6314428960680961,250
28,-51.851851851852466,0.955673,7000,181.60392332077026,0.6120574228614569,250
29,-55.12820512820578,0.9540896666666667,7250,189.5929033756256,0.6131969180256128,250
30,-2.0408163265304378,0.9525063333333333,7500,197.06800866127014,0.6417720091491937,250
31,-57.44680851063872,0.950923,7750,205.0082757472992,0.6651499172598123,250
32,-19.999999999999904,0.9493396666666667,8000,212.9308156967163,0.6447759885936976,250
33,-26.470588235294105,0.9477563333333333,8250,220.54789686203003,0.6826046181172133,250
34,-28.571428571428655,0.946173,8500,228.2699692249298,0.6432101137265563,250
35,-62.26415094339679,0.9445896666666667,8750,236.14743447303772,0.602481435097754,250
36,-28.327645051194633,0.9430063333333334,9000,243.8463089466095,0.6586080149114132,250
37,-23.6363636363638,0.941423,9250,251.38018035888672,0.6399585822373629,250
38,-57.95795795795844,0.9398396666666666,9500,259.25268936157227,0.6992655310034752,250
39,-60.60606060606128,0.9382563333333334,9750,267.1120386123657,0.6289756614565849,250
40,-67.32026143790885,0.936673,10000,274.88026571273804,0.6154883662015199,250
41,-22.779922779922813,0.9350896666666667,10250,282.37299156188965,0.5879867708534002,250
42,1.0830324909749427,0.9335063333333333,10500,290.03774976730347,0.6378667393624783,250
43,-74.84276729559747,0.9319230000000001,10750,298.0074164867401,0.6128014837056398,250
44,-26.056338028169417,0.9303396666666667,11000,305.5733995437622,0.6155912286341191,250
45,-27.152317880794932,0.9287563333333333,11250,313.3369929790497,0.6093063225150108,250
46,-60.78431372549069,0.927173,11500,321.1133074760437,0.6398487197756767,250
47,-53.73665480427106,0.9255896666666666,11750,328.8472809791565,0.6413176206797362,250
48,-68.75000000000033,0.9240063333333334,12000,336.52239990234375,0.6370094255208969,250
49,-52.229299363057926,0.922423,12250,344.5383245944977,0.6343356464207173,250
50,-50.16611295681112,0.9208396666666667,12500,352.2704699039459,0.6636223397403955,250
51,-58.46645367412188,0.9192563333333333,12750,360.38642835617065,0.6834233057200909,250
52,-66.15384615384664,0.917673,13000,368.3509621620178,0.6005507270097733,250
53,-69.17808219178112,0.9160896666666667,13250,376.10002160072327,0.6650427054762841,250
54,-64.566929133859,0.9145063333333333,13500,383.8377728462219,0.6255469711571932,250
55,-19.847328244275236,0.912923,13750,391.3199417591095,0.5989267417937517,250
56,-58.82352941176516,0.9113396666666667,14000,399.1999807357788,0.6016204804256559,250
57,-35.59322033898316,0.9097563333333334,14250,406.9076888561249,0.6517056853026152,250
58,-39.39393939394037,0.908173,14500,414.5310130119324,0.634844614982605,250
59,-55.55555555555618,0.9065896666666666,14750,421.9075722694397,0.6397932264059782,250
60,-26.421404682274556,0.9050063333333334,15000,429.6876504421234,0.6155515783876181,250
61,-76.53958944281511,0.903423,15250,437.8862738609314,0.6858860061168671,250
62,-21.87500000000045,0.9018396666666667,15500,445.20826864242554,0.6589160832166672,250
63,-68.3544303797472,0.9002563333333333,15750,453.1724088191986,0.6053688008189201,250
64,-24.4604316546762,0.898673,16000,460.75628566741943,0.6626481323838234,250
65,-50.57034220532353,0.8970896666666667,16250,468.38236021995544,0.6702429362535477,250
66,-62.96296296296353,0.8955063333333333,16500,476.40231251716614,0.6699231668412685,250
67,-41.52046783625753,0.893923,16750,484.4020037651062,0.6683057652115821,250
68,-36.507936507937025,0.8923396666666666,17000,492.3440263271332,0.6299290279373526,250
